Word,Sentiment,Sentiment Confidence
lessen,neutral,0.008487681
nixchangefee,neutral,0.01819266
documentation,positive,0.015763506
shortly“southwestair,negative,0.009608809
brendan,neutral,0.019745052
shortlyrs,negative,0.008773144
phonenot,negative,0.008408027
unsafe,neutral,0.0125817545
milage,neutral,-0.0031045172
2062,negative,0.008919897
dawn,negative,0.0114586875
swap,negative,0.00068775006
ba1551,neutral,0.020696647
fixedcertain,positive,0.0047494005
loud,negative,0.011537675
mash,positive,-0.00013186596
themestimate,neutral,0.012901664
ding,positive,0.010456976
ua871,negative,0.015137073
fyvrfn,neutral,0.012256287
tickt,negative,-0.0056566447
moregoblin,neutral,0.019999985
verbal,positive,0.0022116192
approval,positive,-0.002633227
lively,positive,0.014945634
potentially,positive,0.00579522
ribbon,neutral,0.020247057
alavera,positive,0.013472568
dot,positive,0.0193769
anticonsum,neutral,0.013984781
crummyservice,negative,0.0015398227
whydidntiflysouthwest,positive,0.008391628
goodluckamericanair,neutral,-0.0034223218
exciting,neutral,-0.00494273
grinningfacewithsmilingeyespartypopper,negative,0.0071863215
1110p,neutral,0.005142303
medicine,neutral,0.004338041
orphanage,positive,-0.0034289546
chilly,neutral,0.016256176
facewithopenmouth,positive,0.011061709
475,neutral,0.0037879646
longday,positive,0.007998258
consultant,neutral,0.020692788
needtobehonest,positive,-0.0023766514
casimir,neutral,0.013184976
1005am,positive,0.0076160245
flightrcould,positive,0.016721044
pascucci,positive,0.018166337
pout,positive,0.020731766
attitudeissue,negative,0.009497482
robbedexplain,neutral,0.018649414
miscommunicate,neutral,0.019705262
lapse,neutral,0.01896017
738,positive,0.018132057
anger,negative,0.012058087
slowness,positive,0.02085488
160,neutral,0.020290393
1839,positive,0.018815015
peanutsnut,negative,0.020049863
contradictory,positive,0.009493163
anaphylaxiswill,neutral,0.0125553645
refrain,negative,-0.006611814
grt,negative,0.013126455
1735,neutral,0.010430779
conditioning,neutral,0.00039415061
132,positive,0.019830864
afraid,positive,0.017507277
lhrt2,positive,0.012820654
1002,positive,0.01601505
ahahsmilingfacewithopenmouthtwoheartsmusicalnote,neutral,0.017175585
swairplaneexclamationmarkredheart,positive,0.012961172
tour,positive,-0.004214203
coat”unfortunately,negative,-0.0046524853
snowflake️snowmanwithoutsnow️,positive,0.017661296
werenotincalianymore,neutral,-0.002478864
hoursat,positive,0.01356886
wc,positive,0.008738015
irina,negative,0.018366925
flipside,positive,0.018611643
eatup,neutral,0.009452904
cafe,negative,-0.0006845221
coffin,negative,-0.0006981008
engadget,negative,0.011352949
theverge,positive,0.018868454
wire,neutral,0.011436004
kerry,positive,0.015580732
618,positive,0.0016215481
607,positive,0.014166381
checkincorrect,positive,0.013799172
freaking,negative,0.008472288
nt,neutral,0.020793963
unitedagainstunite,neutral,0.02140754
embarrassment,neutral,0.019670613
cheapflights,neutral,0.017930008
farecompare,neutral,-0.00031477772
122,neutral,0.021092497
pbiboston,negative,0.019910492
reported,positive,0.006215416
unamericanairline,neutral,0.0014639385
pleasehow,positive,0.001756303
moms,neutral,-0.0021166746
6373,negative,0.0036787651
transparency,negative,0.008268287
badbusiness,neutral,0.0030380972
letsgohome,negative,0.008779475
elderly,positive,0.0129555315
motherinlaw,negative,0.0074995104
actively,positive,0.0137617625
consecutive,negative,0.016182687
bshave,negative,0.0037136134
newarklondon,neutral,0.0066605937
2daysofunitedfailures,negative,0.020274755
1thingafteranother,neutral,0.010414418
aback,negative,-0.0009524096
squarely,neutral,-0.011729773
theydontanswer,neutral,-0.006321851
526,negative,0.01609338
crjs,negative,0.004232576
airstairs,neutral,0.003998123
valet,positive,0.019258153
1020pm,negative,0.011363775
4553,neutral,0.0044516567
fab,negative,0.018197
1f,positive,0.0053749923
grandparent,neutral,0.016355801
surliness,neutral,0.015440598
coworkers,neutral,0.008597948
sloooowresponse,positive,0.00665945
maam,neutral,-0.0076710926
laughter,positive,0.00025355443
intuitlife,neutral,0.014247861
leanin,positive,0.0130285695
1861,positive,0.019505598
kosher,negative,0.003977012
drift,neutral,0.015400015
female,negative,-0.002550291
scary,negative,0.016343419
foreign,positive,-0.0035616867
aa223,negative,0.008790148
uggh,positive,0.002127001
wmass,neutral,0.007209081
plant,positive,0.008499807
productivity,positive,0.0066665486
healthbenefitsofplant,neutral,-0.005916083
garden,negative,0.01885844
flgjt,neutral,-0.0004920643
dropping,positive,0.018151961
pleaseeeeee,negative,0.012315653
1181,neutral,0.015527509
whammie,negative,0.006726265
oscarnight,positive,0.018926676
clappinghand,positive,0.012131967
irreplaceable,positive,0.0075972043
milestone,positive,0.015586261
repay,neutral,0.017825093
thingsishouldknow,positive,0.004824171
ifeeldumb,positive,0.016049206
4663,positive,-0.005339518
waitin,neutral,0.015670668
2386,neutral,-0.0076295035
dj,positive,0.01968452
scratching,neutral,0.015228238
attire,negative,0.012526199
flightingdelaye,positive,-0.00067524984
flyswa,neutral,0.006409768
denverairport,positive,0.012364712
outsourcing,positive,-0.011658368
staffcust,negative,-0.0019492842
collectively,positive,-0.01260596
ment,neutral,0.009642828
effective,neutral,0.015925761
hourflight,negative,0.008671636
resort,negative,-0.0074807117
2321,neutral,0.014767267
1217pm,positive,0.017850272
trend,positive,0.021229435
podium,negative,0.008300116
ua1118,positive,0.0072435085
dontmakemegooutside,neutral,9.1306865e-06
smilingfacewithopenmouthcool,neutral,0.0057729892
season,negative,0.016201597
advis,negative,0.01765721
wo,neutral,0.013666309
a9,positive,0.010327842
c14,positive,0.016160041
1791,neutral,0.015149631
sporadically,positive,-0.0105896145
uncharacteristic,positive,0.015905507
sweepstake,negative,0.016163703
nutsaboutsouthwest,negative,0.020830173
9c,positive,0.008962439
ack,positive,0.010886215
travelpoint,neutral,0.008239005
sooooooo,neutral,-0.0023336317
ridiculously,positive,0.010152075
thenewamerican,positive,0.015289951
motion,negative,0.02025608
nyer,negative,0.0111238025
happytweet,neutral,0.012388814
50hrs,neutral,0.01270451
meanwhile,neutral,-0.0038312096
swing,negative,0.016774312
fairway,positive,0.006118862
overlook,neutral,0.01555163
gagent,positive,0.0017066598
danny,positive,0.0116628
us628,neutral,0.0050926525
dfwclt,neutral,0.012104627
irrops,positive,-0.0037777051
hotline,negative,0.016039424
mod,negative,0.011783253
plans,neutral,-0.0036757533
4322,neutral,-0.0064411648
pleasefoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhandsfoldedhands,positive,0.019658666
whiteheavycheckmark,negative,0.021386813
crossmark,negative,0.015991755
ratepolicy,negative,0.0116666965
missingstollen,positive,-0.0029476564
presentation,neutral,-0.0017822254
costumerservice,neutral,0.016345866
jk,neutral,0.019226864
afterward,negative,0.012989026
toe,negative,-0.003013989
5080,positive,0.0057570674
5129,positive,0.020021845
304min,negative,0.009642776
aa2444,negative,0.013197694
woulda,negative,0.014411945
2202,negative,0.015253678
4001,negative,0.012382895
1215pm,positive,0.01938472
yesterdayrubber,negative,0.016915906
slime,negative,0.0008735452
backfa,neutral,0.0054534655
storage,neutral,0.01990059
prolonged,positive,0.007872159
prd,positive,0.007991897
hopkins,neutral,0.0139115155
jacqueline,neutral,-0.0026142802
minutewe,negative,0.013406195
400we,negative,0.009296874
unnecessarily,neutral,0.018760856
4781,positive,0.021093406
5102newflight,neutral,0.007735092
agentthen,negative,0.012173001
elaborate,negative,0.009353491
gateagain,negative,0.02078734
tiredofthis,negative,0.019966848
profitable,positive,-0.0059708385
venture,negative,0.019514747
isitthegarykellyway,neutral,0.01391628
leadership,negative,0.020028606
1115,neutral,0.019145235
nightdeplane,neutral,0.016625967
1240,negative,-0.004858507
outfit,neutral,0.018754471
workingairplane️,negative,0.011986405
subtlety,positive,0.009501781
1089,neutral,0.012368329
qualified,negative,8.965656e-05
hollymais,positive,0.0044733845
bringbacktheluvtordu,positive,0.002386583
directflights,neutral,0.019537337
amtrak,neutral,0.02133673
effin,positive,0.015195809
763,neutral,0.0203882
executiveplatinummeansnothe,negative,0.019346237
iwantcoffee,negative,0.016668025
heh,negative,0.021234646
37000,neutral,0.0004639197
bluecarpet,negative,0.014238264
seaairplane️bos,neutral,0.018001802
roadmap,positive,0.0021243077
embe,positive,0.017880492
enterprise,positive,0.0007120315
suddenly,positive,0.0041356776
74,neutral,0.016585685
flt1533,neutral,0.01939305
carta,negative,-0.0022256132
jetscrew,negative,-0.0056909192
awfulcustomerservice,neutral,0.017780539
upgraded,neutral,-0.0015195459
mayweatherpacquiao,positive,-0.00370696
1591,negative,0.019904025
1618,positive,-0.007220571
montego,neutral,0.011705738
2check,neutral,0.019141153
selling,positive,-0.0024967156
volkswagen,negative,0.017740287
whatacluster,neutral,0.016282462
29,positive,-0.0042808894
cap,neutral,0.0063501913
1801,positive,0.012321271
canister,negative,0.017997224
powder,negative,0.011960328
formula,positive,0.020582791
divider,positive,0.01372499
casual,neutral,0.020639773
915,negative,0.019906774
removal,negative,0.010691073
cessna,neutral,0.012490522
elbow,negative,0.015221849
seatmate,neutral,0.0035008471
agentbooke,negative,-0.004423527
pregnantwithtwin,negative,0.017966237
terminology,neutral,0.0020608418
verbiage,positive,0.017568506
downnnnn,positive,0.0018549245
army,positive,0.013930935
cot,neutral,0.0093405545
poorlyhandled,neutral,-0.0032039192
usairhead,negative,0.00905446
angrybird,positive,0.019600745
ismybag,positive,0.014452871
smoothflight,neutral,0.021334209
servicedog,neutral,0.014949311
sliver,negative,0.010037277
redo,positive,0.01589721
pepper,negative,0.01940203
shaker,neutral,0.004173266
uncool,neutral,0.010091491
swanky,negative,0.011818707
lighting,positive,-0.00032893568
cabaret,negative,0.012210235
singer,neutral,0.0045832805
harbor,neutral,0.016038705
bold,positive,0.0069479514
flightspensiveface,neutral,0.014317777
stafford,positive,0.013073161
usmilingcatfacewithhearteyessmilingcatfacewithhearteyessmilingcatfacewithhearteyes,neutral,0.0071904827
cory,negative,0.016349323
greatcustomerserviceairplanesmilingface,neutral,-0.003298752
expired,negative,0.018437192
aa291,positive,0.018558681
interim,positive,0.015378065
hood,negative,0.009269016
airplane️victoryhand️,neutral,-0.012625287
ua6255,positive,0.017605718
winnipeg,negative,0.003913136
ua1059,positive,0.0063962415
tightconnection,positive,0.00734012
kevin,neutral,0.0039048418
f38ish,negative,0.02146849
joni,neutral,0.010203857
5653,negative,0.011435542
1133,neutral,0.010466695
n353jb,negative,0.013069484
daytonabeach,positive,0.0159585
airlinesyour,negative,-0.0014331378
ashley,positive,0.020821355
natural,negative,0.015027776
beefjerky,neutral,0.012260098
snackswinkingface,neutral,0.009845685
dilemma,neutral,-0.0057640225
thnk,neutral,0.012207225
responseall,positive,-0.0017413031
aa973,negative,0.010454614
4285,positive,0.013846122
48hrs,positive,0.01810433
api,positive,0.014275674
ahoy,negative,0.009392213
allyoucanjetpass,neutral,0.020717297
comically,negative,0.0048871636
adjacent,positive,0.014473006
cheque,neutral,0.0034493078
itproblem,neutral,-0.0080771735
3thparty,positive,0.002984738
engaging,negative,0.0054185763
personable,positive,0.01657971
4471,neutral,0.020365324
daysit,positive,0.016402714
zcc82u,neutral,0.021199629
16h,negative,0.020544097
2339,neutral,0.020923384
untrained,neutral,-0.0006397087
numerical,neutral,0.020770434
muscle,positive,0.010774296
frown,neutral,0.015890017
flyin,negative,-0.0031872448
againlost,neutral,0.020186182
reaccommodation,positive,0.015109137
liza,neutral,0.019523703
hollow,negative,0.021023445
wellbeing,negative,0.016747527
hahahahaha,neutral,0.008661043
uhuhgroup,negative,-0.004658887
tomorrowwhy,neutral,-1.3567507e-05
preemptive,neutral,-0.004573649
uphold,positive,0.015852585
lbs,negative,0.010782108
selectionchange,positive,0.0013004672
c11,neutral,-0.0010385159
opposed,neutral,0.020273976
clappinghandsclappinghandsclappinghand,neutral,0.0048872307
rqstd,positive,-0.003497878
bcz,neutral,0.01778505
earlyon,negative,0.0015873518
overwhelm,negative,0.018372081
delyd,negative,-0.010670218
lasden,negative,0.02024744
gjqx6j,neutral,0.017522197
a587cw,neutral,0.0069606304
trashy,positive,0.020209644
martha,positive,0.0182755
vineyard,negative,0.008945158
african,neutral,0.008991759
festival,positive,0.0073559713
1015,neutral,0.015371401
attendee,positive,0.01557181
mv,positive,0.014641505
33115,positive,0.007593332
41715,neutral,-0.018908273
meaningful,positive,0.0118724555
sour,neutral,0.013308261
n26902,negative,0.014119737
340,negative,0.014556464
flexedbicep,neutral,0.016464464
1798,positive,0.01739915
missedupgrade,neutral,0.012146134
cunewr,negative,0.021103904
255pm,negative,0.010511607
aa1401,positive,0.0037219953
855pm,neutral,0.008491436
2954,positive,0.021113772
junction,positive,0.01890646
amazingflightcrew,positive,0.008988747
rozana,neutral,0.018710949
choosekind,neutral,0.018152345
octavia,neutral,0.014290471
expressionlessface“jetblue,neutral,0.013909914
periolodicly,negative,0.020266518
americanisbetter,positive,0.018384177
955,positive,0.014696203
allan,negative,0.012083877
kmm24999563v99860l0,positive,0.00452552
km,neutral,0.013960525
case8719519,positive,0.0017984547
956,neutral,0.003785763
nny,negative,0.0020436384
countingdown,positive,0.020867463
incase,negative,0.019394547
salisbury,positive,0.021370161
ua3787,negative,0.0139483735
pvdiad,neutral,0.01407076
ua7985,positive,0.018327389
coshared,negative,0.011703566
syastem,positive,0.012128554
chef,positive,-0.008197457
miguel,positive,0.010678988
allende,positive,0.017374083
webpage,neutral,0.012263622
35hrs,positive,0.020455156
whyareyouyelling,neutral,0.010954298
spoiled,negative,-0.0031540114
nonrefundable,neutral,0.008645009
globalfc,negative,-0.011948376
withupgrade,positive,0.01983799
oops,negative,0.02054049
discomfort,neutral,0.0035501923
1pm1015,neutral,0.0057344567
b91,neutral,0.020269476
londonfashionweek,positive,0.0116363205
lfw15,negative,0.019746792
highheeledshoe,positive,0.0046083946
diffuse,neutral,0.0014277212
sentimental,positive,-0.0009977221
heartbroken,positive,0.0057713483
495,positive,0.01874775
respectful,neutral,0.0087611675
5hourwait,neutral,-0.015630845
8003352247,negative,0.002226403
jkf,positive,-0.0008982532
7c,positive,0.011868276
portfolio,positive,0.009677287
jammed,negative,0.016418256
raft,negative,-0.0024101976
hahnot,neutral,-0.0038039573
ftw,positive,0.019908112
withsmall,positive,0.0064054336
tan,positive,0.01217429
disconnection,positive,0.020700399
112,negative,0.010103453
responseplease,positive,0.01822339
phlmia,neutral,0.019403681
chaotic,negative,0.01877033
fitz,negative,0.015803598
1326,positive,0.00835697
bwibos,neutral,0.016584486
lolol,negative,0.0074758325
downright,positive,0.0111561455
hostile,negative,0.021210719
ffstatusdontmatter,negative,0.010419145
thenewaa,negative,0.0061140507
need2know,positive,0.01834663
todayrather,neutral,0.017357659
maf,negative,0.019908432
zrh,negative,0.021085571
245hrs,negative,0.013241373
wewanttoknow,positive,0.014421079
truebluemember4life,neutral,0.007440537
unitedairlinessucks,neutral,0.0027088914
broinlaw,negative,0.015231941
controllove,positive,0.011631992
mytimeismoney,positive,0.011752706
ricoh,negative,-0.0031075962
smith,negative,0.00667808
oust,positive,0.010185327
moneywhy,positive,0.015425023
3367,positive,0.0067346264
personalize,negative,0.01348684
freezingfacewithstuckouttonguewinkingeye,negative,0.0021489952
ktm,positive,0.020606127
rack,negative,0.016285047
latte,neutral,0.008118823
6377,positive,0.018881705
bethonor,neutral,0.011792388
facewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyfacewithtearsofjoyomg,negative,0.016576197
bore,negative,0.013958853
convo,positive,0.017758455
gettingoffplane,negative,0.020819668
rubbish,negative,0.012968294
saidi,negative,0.017687354
raisinghandsairplane️,positive,0.013525009
1120,neutral,0.016819436
needtocatchmynextflight,positive,0.011304446
alreadyrebookedonce,positive,0.015486501
temporary,negative,0.0152929425
geg,neutral,0.001252804
discontinue,positive,-0.0046472233
multimillion,negative,0.004840985
4110,positive,0.013699345
isp,positive,0.0020901728
1138,neutral,0.015262291
pileofpoopileofpoopileofpoopileofpoo,neutral,0.019896854
yer,neutral,0.016412586
pghwish,negative,0.0036433768
toarrange,positive,0.01174565
upin,positive,0.014215469
argentinaclaime,positive,0.018679611
tollfree,neutral,0.008592669
demolish,neutral,0.0019190162
guatemala,neutral,0.0067609027
sinus,positive,0.013613299
contend,positive,0.0074734427
preregistration,neutral,0.021495905
3900,neutral,0.011067595
custom,negative,-0.0033269674
needlessly,negative,0.016964622
holler,positive,0.020436037
694,negative,0.01697743
fm,negative,0.019039344
sby,positive,0.018105831
6090,neutral,0.021221071
ewrsti,neutral,0.01467862
35a,neutral,0.020211354
multibillion,neutral,0.008081092
surgeryhelp,neutral,0.015706722
sev,positive,0.0003319662
2k,positive,0.007910727
a4,positive,0.01714005
desparately,negative,0.020826057
abandonment,negative,0.016910844
cattle,neutral,0.018298797
2102,negative,0.018845387
proactively,neutral,0.00969881
15hrs,positive,0.015239116
tomorrowhelp,neutral,0.008449795
tsaprecheck,negative,-0.012015643
observe,neutral,0.012950186
commit,positive,0.011554673
pin,negative,0.019865192
providence,positive,0.016169034
vouchercompensation,positive,0.013064321
tribute,positive,0.0018966254
soundofmusic,negative,0.02052341
795,negative,0.020229708
fwiw,negative,0.00855365
loweredexpectation,negative,0.01618635
slogan,negative,-0.0056912843
nicedismissive,negative,0.01672969
2k424j0,neutral,-0.002019588
dnx58v,positive,0.020816162
madden,positive,0.00535232
882,neutral,0.0044054557
bossf,positive,0.014939409
flexibilitycompassion,neutral,0.018211968
sest,negative,0.020430446
flightstart,positive,0.008014508
disgraceful,positive,0.01265388
honululu,neutral,0.004343955
wentook3,negative,0.01904735
boggling,positive,-0.0014297012
reppe,neutral,0.010052767
bruin,negative,0.010854751
hof,positive,0.0151265785
jetbluebruins,neutral,0.009916734
bwiboston,positive,0.017129742
snowforce,neutral,0.016215298
bdldca,neutral,0.0034133662
colder,positive,-0.00921646
rebooked,negative,-0.006242105
lifeisgood,positive,0.017155822
hitch,neutral,0.014365878
hike,neutral,0.01116221
passengersarepeople,neutral,0.0047225524
numberthe,negative,0.020811968
tbt,positive,0.016007215
24951170,neutral,0.0100608505
1229,positive,-0.002782436
withconnection,negative,0.011415288
1120am,neutral,-0.015570308
8q6mfd,negative,-0.0010126848
midb,negative,0.009516625
satisfied,neutral,0.016727861
faaaannntasticloudlycryingface,neutral,0.021268055
exe,positive,0.014010876
cldnt,positive,0.012495853
170,neutral,0.01234936
7day,negative,0.018389735
milan,positive,0.010359932
timeliness,negative,0.02073656
thumbsdownairplane️,neutral,0.0022907872
thumbsdowngrimacingface,neutral,0.010672376
thumbsdownpoutingface,negative,0.016521543
smilingfacewithsmilingeyesclappinghand,neutral,0.020845205
thanksseat,positive,0.019349545
flightsyearmy,positive,0.017676521
dividendmile,positive,0.0014572404
yield,negative,0.01746158
navigate,positive,0.012872491
greed,neutral,-0.007821187
fwa,neutral,0.020302467
txt,negative,-0.0060184393
dpt,positive,0.01935983
904,negative,0.018941648
gis2015,negative,0.015979841
daysand,neutral,0.017995827
worstnever,positive,-0.0010654703
ua6318,neutral,0.0030753985
daniel,neutral,0.006316522
1557,negative,-0.0041715633
tailfinthursday,positive,0.019920766
tripitpro,positive,-0.0012398995
ewrord,positive,-0.016088255
5491,negative,-0.0017139893
ordywg,positive,0.009296944
5644,negative,0.0034155622
connex,positive,0.0032919403
4443we,neutral,0.010346066
33for,negative,0.0071394816
apx,negative,0.018806182
uneventful,negative,-0.0066965865
shameonyou,neutral,0.0014580861
crewtell,neutral,0.0038164165
unamusedfacegoblin,positive,-0.0072505567
1874get,positive,0.00039326772
fate,positive,0.017612275
b777200er,positive,0.0054114107
malpensa,positive,0.016076472
7apr,neutral,0.0114899725
28mar,negative,0.005744824
multicity,negative,0.0024727974
1of,negative,-0.008461506
ump,positive,0.01893118
unimpressed,negative,-0.0003017336
gatestill,positive,0.010360029
trick,negative,0.020899635
buying,positive,-0.0019272082
closure,negative,0.019420795
1818,positive,0.01394682
nooooo,positive,0.02000222
itscostingmeincome,negative,0.01846658
prepurchase,positive,0.016822793
sht,neutral,0.010800447
3yrold,neutral,0.0032017957
greatgranny,negative,0.0128376
todayall,positive,-0.0037399828
issuesshe,negative,0.0053505152
transatlantic,negative,0.019081675
insensitive,positive,0.019702226
foodallergie,negative,0.012775879
lifethreatene,negative,0.017275989
unsolicited,positive,0.012482803
uneducated,negative,0.020933826
reckless,neutral,0.01202571
dangerous,positive,0.007930644
mewhat,positive,0.0116834715
amsterdam,neutral,0.011520609
5302,positive,0.0025969222
551,positive,0.012037665
620still,negative,0.008386986
schedulecontact,negative,0.014046863
420,positive,0.01432484
sbn,positive,0.0040796045
strandedinnashville,neutral,0.009747647
spotty,positive,0.014560789
inop,neutral,0.021366931
1152,positive,0.0034054928
c4,positive,0.0145244
us728,negative,0.0073878076
spagnuolo,negative,0.017797653
ram,neutral,0.013818212
withmy,positive,0.0139059685
infanttoddler,neutral,0.01990277
exhorbitantfee,neutral,0.021435462
midwaychicago,negative,0.019116588
8thapril,neutral,0.008656016
flypbi,negative,0.005491864
required,positive,-0.011167427
parentthey,negative,0.017332088
unfold,negative,0.015059296
rolemodel,neutral,0.01857083
pointing,negative,0.008309867
rocky,neutral,0.010290399
milehighselfieclub,negative,0.011268504
unpleased,negative,0.0086294
qqbmug,positive,0.015872978
retickete,negative,0.016616013
monsoon,neutral,0.019181687
4411,negative,0.012115654
gerne,positive,0.01686658
reciprocate,positive,-0.01179248
dehydrate,positive,0.00019684993
ua761,negative,0.00660515
bestfriend,negative,0.008975776
minimum,negative,0.011113785
vocab,negative,0.0133019425
aa1224,neutral,0.012785379
courier,positive,-0.0025714654
bringyourown,negative,0.013834354
2hrs35minonhold,positive,0.009175148
operating,positive,0.007748002
squeak,positive,-0.00035455078
distinguish,positive,0.021072354
5396,positive,0.015828516
3875,neutral,0.02126253
nosecurityline,negative,0.017775953
phlord,negative,0.00092740916
blegh,positive,0.019888092
extenuate,negative,0.0139613
1614,negative,0.016395293
ua6002,negative,0.010978993
mli,negative,0.007365009
ua3530,negative,0.019307133
yeg,neutral,0.012176622
ua23,negative,0.0049762614
dublin,positive,0.017866038
shamble,negative,0.011401031
2hourwaitsucks,positive,0.010301653
publicity,negative,0.001101125
thrill,negative,0.0062292814
selectedthumbsdown,neutral,0.011661019
1530,negative,0.017650507
3487,positive,-0.011404193
rat,positive,0.012147963
lgaiah,negative,0.0067263786
offensively,neutral,0.0005808901
thislinehasntmovedforanhour,negative,0.014565174
brokenpromise,positive,0.01065604
notnice,positive,-0.003301859
tellyourstory,negative,0.021165304
whatgive,negative,0.001679264
dullessuck,negative,-0.00981994
214,negative,0.0028710868
psgrs,neutral,0.019837588
stagnant,neutral,0.01849996
welcomed,negative,0.008879235
tap,positive,0.0182794
emv,positive,0.007307688
broad,positive,0.0116187185
awfully,neutral,0.011702444
doorstep,negative,0.016987905
hourdelay,neutral,0.018910278
multipledooropeningandclosing,neutral,0.0060635563
dangerofgettingsnowedin,negative,0.017923277
brd,positive,0.019007605
nowfrustrate,positive,0.00460127
rocif,negative,0.013449073
messcng,positive,0.012847051
overbk,negative,0.018950276
mighty,negative,0.016029276
handily,positive,0.02041718
payed,positive,0.02135532
shouldwearmask,neutral,0.0008143727
firsttimeflyingwa16mo,negative,0.020889554
addtl,negative,-0.0029682573
2nt,neutral,0.0009708069
restless,neutral,0.015745718
saying,negative,0.01599688
sponsorship,positive,0.016199984
uppp,neutral,0.01570009
imtire,negative,-0.004623793
wannagohome,neutral,0.015331425
compliment,positive,0.016217295
thinkof,neutral,0.011122432
senior,positive,0.020391438
gong,positive,0.017541423
enforcement,positive,0.01875778
aa2416,neutral,0.01915668
magical,positive,0.010378998
ami,neutral,0.017808728
anarchy,negative,0.0140271
arm,negative,0.011080585
profitbeforepeople,neutral,0.018972155
2020,neutral,0.010269791
mcgraw,positive,0.003026342
misbehavior,neutral,0.0130718015
dubai,positive,0.005368652
shitshow,positive,0.0054609813
destinationrude,negative,0.010819953
niece,positive,0.00014849566
wonderfully,positive,0.01331551
rival,neutral,0.011428885
happend,positive,0.017649196
668,positive,0.011890933
222i,positive,-0.007458496
exhausted,negative,0.015112508
reposte,neutral,0.013470836
helpfulness,neutral,-0.004948374
lastella,negative,0.009255884
clappinghandsclappinghandsclappinghandsairplane️,positive,-0.0026935022
20748,neutral,-0.012232743
forfeit,positive,0.0010685474
inactivity,negative,0.019064676
advisorynow,neutral,0.010485262
gohelp,positive,0.01607237
recap,negative,0.018157084
deedee,positive,-0.009384596
westjet,positive,0.015276533
kewl,negative,0.010839056
00,positive,-0.018812817
distressed,negative,-0.0010580216
startling,positive,0.016685143
outin,neutral,0.020718213
construction,positive,0.006838428
category,negative,0.020296969
phomia,positive,0.02143431
1150,negative,0.015527114
46mins,negative,0.016848661
dice,neutral,0.0212368
lastflightwithyouever,positive,0.014041241
texting,neutral,0.015730456
manilla,positive,0.019586965
breach,neutral,0.0070374217
77770,neutral,0.016660474
blackhistorymonth,positive,0.0039318427
1427,positive,0.019478228
333,negative,0.008472268
tbd,positive,0.01672586
usd,neutral,0.0035464428
quotation,positive,0.01822446
demote,positive,0.010516994
goldsspousaldiscriminationangry,negative,0.021393176
343,positive,0.011373587
beautifull,positive,0.017383803
heartsuit,negative,0.0061422866
estplatinumeventually,neutral,0.013374917
n33103,neutral,0.02083566
ua26,negative,0.003564883
liberty,positive,0.018296458
94lxa62,neutral,0.007668184
e2kvm4,neutral,0.01575242
thansk,positive,0.0041117035
notwheelsup,positive,0.01476169
3198,neutral,0.0113631
aex,negative,0.016886197
lovetotravel,negative,0.015531026
chache,positive,0.013631184
harf,negative,0.021102756
iraiq,neutral,-0.010356967
isis,positive,0.004266061
lostsuitcase,negative,0.015568815
noreimbursement,negative,0.018343735
610362749899,negative,0.002073599
vx413,positive,-0.00571255
flightledgonna,neutral,0.01783055
1080,negative,0.017229974
shaquille,negative,0.015135508
glitchy,positive,0.019587647
considerably,positive,0.014069412
unansweredquestion,neutral,0.0012107231
423,neutral,0.018266253
gin,neutral,0.011160675
tonic,negative,0.006027179
pssngrs,neutral,0.014734339
chkpreboardnotcomingback,neutral,0.0165576
sm,positive,0.020674516
0214,negative,-0.014913181
1581,negative,0.015668653
sep,positive,0.013953008
f3kxb8,neutral,0.002990108
mysterious,neutral,0.0056939814
4994,neutral,0.016836006
wyoming,neutral,0.01523428
2ndary,positive,0.018953174
pending,negative,0.00896129
connectin,negative,0.018062867
nyfw,positive,0.02032613
dcamanual,positive,0.02147942
cinci,positive,-0.008005865
4595,neutral,-0.010578935
hourslove,positive,0.01928867
smilingfacewithopenmouthclosedeye,positive,0.0022283513
roomsthat,neutral,0.014061257
bke,negative,0.018975753
shiz,neutral,0.0011334643
wearyfacert,negative,0.018427458
entree,negative,-0.010990346
nosedive,negative,0.019647576
newamerican,negative,0.018942159
tier,neutral,0.019138735
majority,neutral,0.013804238
lmk,positive,0.019387126
fullfare,positive,0.018047884
gsa,positive,-0.009697461
idontwannalivewithoutyourlove,neutral,0.017015673
itwasminttobe,neutral,-0.014098921
bestinclasssocial,neutral,0.009824216
blazer,negative,0.0020388588
kooples,positive,1.9835308e-05
t3,negative,0.00560705
honalulu,neutral,0.009359609
delayua53,negative,0.018775638
kauai,negative,0.02078773
211ord,neutral,0.019387867
shittydeal,neutral,0.007469462
emplid,negative,0.02020163
aa67,positive,-0.00674529
20feb15,positive,0.003578933
ua1534,neutral,0.019359708
extraordinary,negative,0.0008808654
churn,negative,0.013945688
guilty,positive,0.007958567
52week,negative,0.018871818
sleekmoney,neutral,0.01699207
tsanightmare,negative,0.011546224
iove,neutral,0.017793007
