Predictions,Text
2,airline lie -pron- -pron- lost bag -pron- suppose trust -pron- -pron- life thousand foot air
7,airline help seat take way handle high volume call day
0,airline bad first class boarding service ever
4,airline disgusting chicken entree ever see -pron- standard seriously nosedive newamerican
5,airline -pron- tryin book flight get ahold anyone
7,airline finally final destination witho extra significant travel expense miss work -pron- resolve experience
7,airline another customer non service -pron- -pron- wait -pron- solve problem -pron- would miss funeral -pron- suck
4,airline already share -pron- nothing
6,airline user otherairline well aa
5,airline really though agent worried -pron- reservation -pron- help -pron-
0,airline listen delay message -pron- phone another delay message come get -pron- shit together
3,airline hi get error msg try check line state wrong pass ticket rcvd aa due training dfw u know
7,airline employee gate 45 jfk tell people -pron- bag fit need check -pron- clearly fit aa291
0,airline wait delay plane -pron- sit plane hour wait late flight passenger bs
5,airline true stop make excuse -pron- either overbook crappy plane
1,airline book seat dallas live dallas real nice -pron- gate agent exit row available tell -pron- -pron- available
3,airline pay use paypal online charge system error end call
7,airline ask exception staffer move last minutewe nonprofit losing 400we want change ticket
7,airline -pron- advantage agent horrible wait 5 hour call back hang rude agent
5,airline yes issue site well unfortunately
1,airline -pron- wife stick brownsville chance -pron- get flight -pron- need work tomorrow morning
2,airline -pron- year -pron- think
2,airline good -pron- 800 message say use website -pron- website say -pron- need call -pron- answer hardtodo
2,airline try get -pron- flight change dallas call -pron- number say thank call hang guess stuck
6,airline aa1675 airplane sit 24 hrsthere mechanical problemsbtwthe aa desk unorganized
1,airline miamiphl flight cancel flightle get gate one aa around one phone awful awful awful
7,airline care less -pron- without -pron- bag day week -pron- 3 story last 3 hoursi want -pron- bag
6,airline hah good flight attendant response -pron- happy get screw -pron- carrier hahahah pathetic
1,airline aa1675 flight jamaica cancel flightled yesterday due weather flight still land dfw
3,airline -pron- liar precipitation day 47 degree pacify -pron- look like foolthat problem admit -pron- suck
7,airline 12 call span two daysnone available speak someone -pron- un fin believable bad ever
5,airline user sure -pron- understand rule -pron- guy zero customer service staff -pron- damn counter
5,airline -pron- baggage handler call dfw today luggage onboard plane
0,americanair 50 minute hold another 30 minute call yes go push -pron- get airport time
3,airline -pron- seat assignment process flight booking problem mislead pay extra select seat
5,airline -pron- hire staff helpful informed nice -pron- customer
7,airline rude ticket counter employee force -pron- wife standby push -pron- list -pron- bad day
5,airline agent dfw kind -pron- good help make phx error attitude americant
4,airline let -pron- reuse -pron- ticket thus book -pron- vacation delta never fly american
3,airline 2 hrs guess hang give use -pron- award mile price jump hm thank
7,airline need hold get call back get hang -pron- phone system 6 hour
5,airline -pron- rude unprofessional helpful help -pron- try get home aaadvantage loyal aa customer dissatisfied
6,airline work comm skill w hate agent phx say confirm flight dfw get standby
2,airline hello question many balloon -pron- think -pron- take life one -pron- plane
3,airline need2know ill able reach ind todayrather stay maf fly dfw find travel
6,airline try -pron- hard get frustrated get response email phone aa owe -pron- 500 claim
1,airline hi flight dallas cancel flightle go la u pls help rebook -pron-
6,airline 2nd time 4 day -pron- flight delay -pron- gate agent say anything thank memory neveragain
4,airline call cue 11 hour call yet wife cue 9 hour get call hang
3,airline phone 47 minutessaid -pron- would 10 advice
4,airline believe -pron- acceptable ticket change check time notify apparently standard
5,airline need complain aa email form field allow enough character -pron- complaint real email address
1,airline -pron- flight aa 1338 delay providenciale miss -pron- connection aa 1651 miami sea -pron- call
3,airline ticket -pron- give -pron- lie raise -pron- voice explanation happen
7,airline -pron- check go de airport everything fine fail
2,airline attach original ticket flight number 1672 experience think would terrible
2,airline feb 15th -pron- rep give -pron- record locator tell -pron- would receive email itinerary confirmation
1,airline entire process take sooooo long decent seat leave customerservice
3,airline hold reserve award travel 15 hrs anyone home -pron- crazy weather issue
7,airline -pron- mind fee -pron- tell -pron- change name ticket
3,airline original receipt list -pron- flight cost 89ish reflect use voucher
7,airline least -pron- could would refund -pron- oneway ticket buy since -pron- able accommodate thank -pron-
2,airline patient -pron- delay bag 5 week tell -pron- could take another 3 5 week unacceptable
1,airline purchase ticket never would buy flight cancel flightle terrible customer service
5,airline flt 703 sorry schedule 545 phlmia totally chaotic poorly address event send three gate night
3,airline tell -pron- could refund -pron- cost -pron- original return flight note flight -pron- book -pron- expensive
7,airline okay since -pron- could put -pron- early flight buy -pron- ticket another airline
1,airline hear back 730 today put flight tomorrow arrive home 4 pm meaning would take 2nd day work
0,airline user airport 8hrs tell nothing anyone -pron- rep say -pron- wait mechanic finish lunch
6,user try less 8 time today get touch -pron- service desk begin 830 est luck help
0,airline put hold 55 hrs get call back 1120 pm wait hold another hour
0,airline -pron- lose customer today flight today cancel flightled find call customer service yesterday
7,airline call regard -pron- bag come yesterday one notify update online record locator customerservice
2,airline realize -pron- customer service leave much desire folk handle call could care lessand -pron- show
2,airline unacceptable -pron- clear lose one customer matter american many bankruptcy -pron- take
7,airline another airline accommodating -pron- customer unable simply change passenger notice simply
0,airline way reserve -pron- dog ’s flight without speak representative boot -pron- helpline
2,airline call -pron- 3 straight day one pick sure storm also customer holler
1,airline -pron- tell -pron- -pron- luggage flight 1644 sna dfw -pron- flight mke cancel flightle get rebooke ord
1,airline -pron- gtsvyb -pron- say -pron- cancel flightled try check
3,airline good would expect get phone make change change -pron- online
5,airline otherairline -pron- 728feb 21 unprofessional unprepared unsympathetic lacked communication lacked solution
2,airline hey ho -pron- -pron- lose money -pron- next make sure -pron- stick flyer right booklet
1,airline try 20 hrs reach agent must make change web 1159 pst cancel flight revs ystday
5,airline oh lose -pron- luggage ridiculous angrybird ismybag
5,airline please get -pron- together find -pron- husband luggage -pron- ruin -pron- ski trip aspen 3rd day luggage
2,airline -pron- worry user take good care -pron- -pron- loss -pron- gain
6,airline sure frustrating strand airport -pron- fate -pron- hand
1,airline thank tell -pron- -pron- flight get cancel flightled -pron- missing luggage -pron- thank fam
3,airline 77min still hold chg award travel sorrynotsorry
3,airline -pron- people phone see -pron- 800 difference poor process
2,airline still take call storm end 2 day ago like pat doyourjob
5,airline helpful
4,airline -pron- expect -pron- spend -pron- hard earn fly make exception -pron- extra call volume however -pron- never make acpt
1,airline hour half landing bag finally trickle
4,airline 2 hour patient -pron- call back feature pay someone answer phone tweet onhold
4,airline please something board dca 35x many delay bus plane tarmac despite empty gate disorganized mess
3,airline standby line update online app either troubling
3,airline cancel flight -pron- trip instead 25 future trip voucher 25 drink coupon would well wakinginmemphis
7,airline unbelievable even wait hold speak human resolve -pron- issue system simply hang
7,airline thank -pron- airline ruin bag -pron- refuse anything -pron-
5,airline 4 open kiosk priority line 4 open main check 80100 ppl
1,airline app -pron- nonsense flight cancel flightation yesterday able use app kiosk today hour long line
2,airline thank u reach response yet lose find go straight vm
7,airline bag yet locate 5th time check -pron- track -pron- bag hard -pron- system
4,airline user next time fly southwest
0,airline still hold way suck
1,airline flight leave dallas right maui try figure delay flight 7 go
2,user ask -pron- new colleague otherairline -pron- handle -pron- 728 21 feb expect make whole check complaint inbox
6,airline get -pron- outta
2,airline try calling get high call volume moment message -pron- say goodbye hang …
6,airline really appreciate great customer service one -pron- service agent hang -pron- ask legitimate question
4,airline -pron- already know everyone share nasty food -pron- even close decent
3,airline -pron- guy get rid functionality put reservation hold 24 hour see -pron-
1,airline hold since 5 a.m. one get airport cancel flight flight make -pron- pay huge fee change flight
4,airline -pron- genuine give -pron- -pron- opinion occur last night 445 fly phl mia assistance airport
0,airline get flight change air delay cause miss connection 1 seat late flightr
2,airline think 2 week wait enough time -pron- contact -pron- -pron- lose customer
0,airline way suck customer service dallas trap ice storm -pron- cancel flight 7 a.m. flight hold day
5,airline umm unexpected unexpected meaning -pron- guy know -pron- major staff shortage
7,airline also -pron- way speak someone phone -pron- 1800 hang -pron- day
3,airline pay seat upgrade b4 severe weather get book another flight get upgrade call inquire help
2,airline -pron- care keep -pron- customer safe least -pron- care -pron- sister
5,airline maybe -pron- stop tweet start call make -pron- available people wait onhold instead hang -pron-
3,user point say -pron- 1300 counter clearly see 500 -pron- site aa agent user loss 4 word
4,airline caller east coast able speak actual human reservation support agent busy call late flightr
1,airline 249 ewr dfw stop bna refuel 4 bad weather -pron- try get plane close 2 dfw cancel flight -pron-
2,airline something wrong website matter flight select -pron- say -pron- long available
7,airline -pron- send gate agent talk -pron- joke airline thank ruin -pron- vacation neverflyaaagain
0,airline -pron- sit plane hour unacceptable -pron- complete disregard customer service
7,airline fluctuate aa take 2 hrs call -pron- backende pay extra -pron- statement true
2,airline one aa woase2015 event user lot info available winterop
7,airline -pron- keep return -pron- call hang answer help reflight booking problem flight
4,airline call 24hrs get tell call back automated system extremely frustrating
7,airline sad even spend much ticket want -pron- wife still go -pron- sister help
5,airline otherairline -pron- help find -pron- baggage reply -pron- asap direct detail
0,airline 4hrs late flightr get call back immediately disconnect
1,airline -pron- team rebooke -pron- cancel flightle aa flight different airline new airline flight booking problem flight evening
0,airline hold almost 3 hour ridiculous
5,airline like make scene address properly please -pron-
2,airline user hello one -pron- forget -pron- need luggage ba -pron- drop ball
6,airline hold 2nd time today need help confirm new flight -pron- arrange -pron- -pron- expedite
0,airline serve nasty food -pron- ever see yesterdayrubber chicken slime entire cabin send -pron- food backfa confirm
2,airline terrible response someone pick phone call meit 49 hour luggage
2,airline really
4,airline system always hang -pron-
5,airline line sfo customer service rude disorganized congest dissapointing
1,airline help attempt cancel flight flight get thru 800 number call get drop say agent flight 224
6,airline user bother try get anywhere -pron- customer service team either take 2 month count reply
0,airline seriously -pron- treat -pron- passenger like shit
0,airline 30 minute since land flight 1531 miami luggage delay
4,airline get -pron- -pron- pay extra sit way back awesome never
5,airline define sincerely -pron- action reflect -pron- say poor attempt redeem social medium
3,airline follow talent pm bdsm porn site new economy dungeon class come
5,airline otherairline next stop customer service
2,airline -pron- say last time -pron- take 6 week reply email
3,airline try make reservation less 2 year old lap child see option online proceed reservation
1,airline 45min wait get deice tulsanot good servicelook like everyone miss connection due weather fight
1,airline -pron- flight 1337 cancel flightle -pron- let -pron- know -pron- new flight info
3,airline would -pron- sell seat 7 hour flight half legroom occupy escape raft
1,airline -pron- flight dallas cancel flightled talk reservation agent get new flight receive email
4,airline last flight ever aa -pron- botch weather delay point absurdity would pay fly user
3,airline would happy hold phone -pron- phone system allow simply hang
1,airline try desperately rebook -pron- moms flight wait 10 hour callback get disconnect -pron- call back help
6,airline thank understand -pron- could use tug next gate ground crew take break unacceptable
7,airline third time call 8004337300 hang anyone speak
1,airline second flight put cancel flightle explanation miss -pron- first meetingoutragedpoutingfacepoutingface
0,airline clueless aa wait hear 25 week refund cancel flightle flight hold 1hr 49min
0,airline -pron- depart 24 hour late flightr crazy crew one lady simply freak get away job departure
0,airline require -pron- memorize fiveword phrase remember -pron- -pron- hear another six million option
3,airline 2 month still exec platinum member card give
3,airline love holy -pron- automate phone system go give like 8 option give numerical shortcut
5,airline -pron- tweet call -pron- like bad boyfriend
7,airline user try speak agent -pron- flight london tonight get anyone aa -pron- help
7,airline ohi already turn itover -pron- apparently lose someone bag -pron- honeymoon require accountability
2,airline try reach -pron- customer service two day receive zero response never travel aa
1,airline 6 hour get back back sit plane 4 hour flight cancel flightle one small drink
5,airline user user user except -pron- work -pron- airline -pron- nothing help
3,airline -pron- need look -pron- handling flight 106 104 company size protocol place help
5,airline literally stop allow people wait line customer service incredible bad customer service
0,airline -pron- 15 official complaint sign americanairline lima supervisor customer relation pls compensate 4 10hour delay
7,airline need rebook get agent -pron- help
0,airline back uk thank -pron- staff would -pron- passenger strand laugh -pron-
2,airline follow try otherairline record locator number give -pron- error code
3,airline well -pron- let -pron- handle -pron- reservationchange online -pron- reservation call hang -pron- wtf bullshit
7,airline receive email request call keep get kick -pron- phone system help
1,airline flight cancel flightle try reschedule 800 number say call back
5,airline feel free email -pron- mikehertz7gmailcom worry -pron- go anywhere damn tarmac bit
7,airline -pron- say thing -pron- phrase differently actual help
1,airline -pron- plane toilet work -pron- need gas flight 1081 leave dulle go lax
6,airline -pron- find -pron- bc otherairline rebooke -pron- -pron- airline -pron- realize -pron- could get -pron- home -pron- ord
0,airline board flight 2334 830am 1140 still sit runway lot fun
0,airline funny -pron- say monitor since january 1st change availability fakeaward luvisbetter
1,airline flight home cancel flightle today way -pron- get another flight nyc texas 4 hour wait call back airline
6,airline user totally agree -pron- get automatic phone attendent go hang lousy service
3,airline try call -pron- reservation desk past 12 hour get expect
7,airline customer service terriblebeen wait 6 week reply email helpful keep brush problem
6,airline -pron- take care already come expect level horrible service -pron- time time
3,airline give callback option service turn
1,airline fly today mty mex 930am still appear cancel flight talk another flight
4,airline -pron- call -pron- try -pron- -pron- understand -pron- possible reach agenti know else
1,airline ok -pron- probably cancel flight -pron- flight take refund get home another way wednesday work -pron-
7,airline also wait 2 hour speak someone phone wait 2 hour
7,airline make 7hours
7,airline suppose cancel flight -pron- -pron- online want lose fund ticket help
6,airline poor customer service unacceptable also bout surfer front -pron- website noloveforsurfer pretend
1,airline need help try cancel flight flight -pron- take get hold anyone line busy
1,airline try cancel flight fligt 2321 ohare dallas 1217pm high call volume one answer online confirmation thanku
7,airline give choice rep meelan uk aa contact center escalate flight supervisor book change
0,airline retrain customer service first make proper adjustment cancel flightle flight -pron- mistake
2,airline wish -pron- well mobile app -pron- look app otherairline -pron- much seemless check
7,airline delay flight six hour miss international connection extra night hotel still pay 15 lb surfboardbag
1,airline voucher 4 cancel flighted flight due 2 weather today issue break tire voucher cause tire break weather nomoaa
5,airline bad airline -pron- cancel flight -pron- flight even let -pron- know even though -pron- travel child
7,airline long mait repair wait gate capt say paperwork formality force check bag rudelyreturne cc reader work
2,airline one hour check 45 minute long mia fail
2,airline thx show -pron- -pron- twitter appreciate -pron- -pron- employee sure another airline would like -pron- 1300 nohotel
6,airline get customer rep help -pron- option get
3,airline -pron- could even see try make transaction would offer -pron- price would try purchase -pron-
5,airline otherairline maam -pron- complaint -pron- visit -pron- customer service desk see line 45 people deep
5,airline otherairline -pron- time -pron- damn thing guy winter hat frowny face
0,airline much status ep 15 million mile revenue first class ticket -pron- sit coach thank -pron- rude cs staff
5,airline otherairline deplane ohare gate k13 -pron- send customer service rep discuss -pron- situation god know
2,airline dm would -pron- anything -pron-
4,airline time 2 hrs pass get call back ticket -pron- -pron- fault yet pay extra
2,airline get say -pron- -pron- staff real
2,airline -pron- would let -pron- complete transaction -pron- one way barbados nyc
1,user -pron- brother flight dfw cancel flightled yesterday -pron- fly ont dfw today
0,airline customer service today unsat flight cnx notify call 6 hour phone line even let -pron- hold
7,airline refund
2,airline still patiently wait response -pron- complaint email fri normal response time
3,airline flight try change 4 hour try reach agent 72 unbelievable
7,airline -pron- ok noone help -pron- bag -pron- lose -pron- honeymoon 3months ago responsible professional
1,airline sjc lax fourth time give
1,airline -pron- flight san angelo via dallas orlando cancel flighted help hold disconnect
4,airline user surely much well let -pron- share feedback unless -pron- something hide
5,airline -pron- staff jfk airport discuss way -pron- -pron- leave strand
3,airline -pron- add -pron- ktn exist reservation -pron- let -pron- add -pron- online
2,airline still response aa great job guy
7,airline confuse definition preferred seat pay extra one get regular seat legroom unimpressed
7,airline howdy trouble get rebooke flight cancel flightle get thru via phone web errore -pron- help
2,airline oh yea -pron- c amon buddy bring -pron- special friend otherairline conversation -pron- seem nothing
5,airline 2 agent domestic check mia wtf huge line many people cancel flightle flight
0,airline tell 20minute wait time wait hour hour go ridiculous
5,airline dme
2,airline see response
5,airline -pron- guy need educate -pron- employee pink tag stop lose -pron- guitar 10 thousandth time
1,airline pretty frustrating -pron- even stay hold get help flight cancel flightation
6,airline otherairline -pron- equally terrible go fight get complete satisfaction -pron- mistreat
2,airline otherairline write back say -pron- challenging weekthat sure shit
4,airline otherairline contact -pron- something alleviate terrible terrible service -pron- 22 year old social medium guru
2,airline otherairline week go make anything put -pron- ease -pron- ask -pron- -pron- fix thing
7,airline user -pron- address assult drink spill -pron- drunk passenger wheelchair get plane
2,airline otherairline complete lack faith -pron- company -pron- really shame -pron- think tell -pron- -pron- challenging
7,airline priority baggage evidently mean -pron- come last
1,airline otherairline get -pron- -pron- need acceptable mention cancel flight meetingsinterview -pron- client
3,airline -pron- airline otherairline spend three extra day travel domestic spend hundred dollar
6,airline bad flight customer service second time cancel flight get pay hotel find ride
1,airline flight dc la mention fix circuit breaker -pron- bathroom plane old -pron-
7,airline incredibly arrogant thing say sit ohare wait -pron- incompetent airline refuel
7,airline user -pron- try -pron- anything say -pron- would talk stewardess serve drunk drink help
3,airline please improve business extra flight reservation process book online century -pron- 25 min hold
4,airline try already waiting list call back 2hourwaitsucks
7,airline stressful morning still pay check bag lax madhouse lot angry customer yike
4,airline -pron- good never fly americanairline ever -pron- make day remember
4,airline 4 phone call 2 hrs send back forth two line terminal -pron- skycap find solution
1,airline thank responsetough night involve -pron- flight get cancel flightle -pron- start taxi runway
1,airline response -pron- flight montrose cancel flightle
7,airline thank dm reschedule unfortunately -pron- operation process lax chaos rep refuse print ticket
1,airline cancel flight -pron- flight today weather dallas without charge
2,airline tell get put another flight would get email still get one yet
6,airline please try -pron- -pron- call 18004337300 see happen -pron- understand allrepresentativesbusy nooption
2,airline try check -pron- redirect -pron- call user also get contact
1,airline flight delay 3 time today due flight officer 4333 pit ord 5 hour delay date bademployeeproblem
3,airline pt 2 aa reservation phone number less helpful tell -pron- change thing online
5,airline yes much help -pron- guy
7,airline travel advisory toronto today access anything regard international travel -pron- website
4,airline understand 14 hour late flightr still hear word -pron- plan -pron- week zero information
3,airline -pron- reservation hold -pron- wish hold possible phone issue americanair
3,airline app allow canadian address use mobile canadian site -pron- let -pron- select passenger
7,airline -pron- phone issue please fix -pron-
2,airline one get hold -pron- get past automated reply -pron- hang -pron- frustrated
6,airline try get home beyond complicated -pron- hard student split -pron- fly aa ever
7,airline -pron- website able check -pron- flight morning
1,airline -pron- boyfriend suppose home saturday -pron- flight dc cancel flightled yet please get -pron- home
1,airline try -pron- disrespectful professional -pron- 2nd flight cancel flight get home surgeryhelp
3,airline answer phone try change reservation able get human pick two day
2,airline -pron- could add -pron- ktn ask numerous time one answer phone miss -pron- flightupset
7,airline get phone rep flight disappear locator irrlcd -pron- say reschedule help please
5,airline unamerican airline lie poor customer service
4,airline -pron- user user even tell -pron- country -pron- disappointedbutrelievedfacedisappointedbutrelievedface
5,airline yes sayin particularly poorly handle situation
3,airline pay extra cos flight long available -pron- would accept -pron- us card 1 way nyc
1,airline user flight chicago buffalo hour -pron- flight -pron- care safety
3,airline could void ticket since -pron- 24hrs since flight booking problem -pron- go waive fee still get
2,airline mean -pron- flight go buffalo location -pron- care -pron- safety
1,airline line half hour try see representative may even miss next flight unacceptable
3,airline try speak agent 24hrs -pron- cancel flightled flight rep always busy get ahold -pron-
0,airline -pron- almost bad otherairline
2,airline otherairline use app -pron- say
0,airline two hour wait
5,airline get thru anyone phone
1,airline -pron- anticipate decision cancel flightlation dfw tomorrow morning need rearrange hotel reservation etc asap
7,airline call -pron- 1800 morning change -pron- name upcoming trip able get please advise
2,airline otherairline take med make -pron- severely dehydrate sigh
2,airline dm -pron- -pron- email address tell -pron- -pron- ordeal -pron- tell -pron- -pron- think fair
4,airline set notification aa -pron- airway still nothing
3,airline get travel question answer quickly online call help busy day
3,airline upon enter plane 2 otherairline stewardess water -pron- please take -pron- seat
3,airline website let -pron- view -pron- reservation due change make outside hold get help
0,airline otherairline outbound flight 2 hour delay bc air traffic 2 gate change dividend mile member get email text update
1,airline record locator oaaret get email -pron- could rebooke get notification flight cancel flightled
7,airline -pron- friend -pron- legally require chaperone school trip
1,airline user record loaaret get email -pron- could get reschedule another flight know flight cancel flightled
3,airline -pron- technical problem frustrate answerthephone hold get thru use credit pay -pron-
1,airline cancel flight flight reroute 12 hr travel -pron- bump pay customer non revs custserv
0,airline hold againestimated 2 hr hold
7,airline -pron- send -pron- letter say -pron- would talk stewardess serve drunk drink help
1,airline supervisor mrobinson serve lot attitude cancel flight -pron- flight spite put -pron- back crazybitch
6,airline gate c11 -pron- gate agent turn pay customer away favor non revs
2,airline one 1130am -pron- app still show -pron- time
5,airline user user lol sure would wake response halfthought auto tweet hope -pron- make -pron-
1,airline aa2334 second week row delay due mechanical issue sleet outside yet -pron- stuck change tire
7,airline keep try call change reservation -pron- keep hang -pron-
4,airline bring -pron- fiancé user back -pron-
6,airline hahahaha crazy well another night airport
6,airline -pron- sorry enough compensate either extended time cost difference alternate direct flight right
3,airline user -pron- stop cut pasting apology get additional phone rep -pron- job
0,airline work would much well -pron- lesson plan music -pron- class today
7,airline -pron- call system fucking joke
7,airline -pron- move -pron- onto 655pm availability 150 330 answer -pron- phone young child help
5,airline -pron- -pron- honeymooni pay extra business sit next -pron- bride -pron- bump -pron- status disgust
6,airline deplane 3rd fucking time fuck -pron- aa
3,airline redeem travel voucher flight reach travel agent phone -pron- hold expire 24 hour
7,airline thank result miss conference attend option book earlieror notreceive refund
0,airline -pron- almost 4 hour hear nothing yet -pron- reservation team suppose
1,airline -pron- cancel flightle -pron- flight due weather fly fine compensation resolution incompetent
0,airline 8 hour phone yesterday really still pick status us air flight
5,airline bad experience ever otherairline way
4,airline call 1 a.m. tell -pron- -pron- flight reschedule 12 hour late flightr -pron- suppose seem like bad solution
5,airline fail see tell caller bag may take 18 hour get jfk brooklyn good -pron-
5,airline -pron- weather -pron- fact get ahold anyone help -pron- tweet -pron- back
2,airline please message -pron- assistance get anyone
7,airline witness manager name denise yell 2 different customer -pron- issue rude
2,airline come one answer -pron- call email
2,airline lax -pron- service rep hand 800 number call helpful
3,airline extend rtn flight bereavement 22nd could change fee drop tell noworse day -pron- life badcustomerservice
4,airline try ten time last night morninghow many time try meeting make tonight atx
7,airline thank understand whose bag could fit notify airat landing technology
5,airline still talk anyone -pron- guy prepare situation good service mad
0,airline horriblecustomerservice rudestaff incompetentmanager
6,airline user good luck wait week
0,airline tisk tisk rude flight attendant yet hang -pron- suit buy first class user learn
2,airline would appreciate please send -pron- page long form limited character direct email
5,airline big joke customerservice ever see airplane️ brand
1,airline -pron- would awfully nice -pron- could send alert -pron- flight cancel flight text email love
3,airline thank take care -pron- issue ivr unclear take long get callback option would love see fix
4,airline understand even put hold -pron- say try late flightr goodbye
7,airline need apology need -pron- fix -pron- competent manner
4,airline like call back system think -pron- would like know -pron- work well receive three call audio
7,airline need back home tomorrow one help -pron- please help -pron- rebook flight tomorrow
5,airline file pir agent indianapolis airport unable pull information online -pron- site dme detail
7,airline -pron- call -pron- hang
2,airline u cud answer -pron- 140 plenty inflight steal go right fa uncomfortable convo w pass
2,airline fine would -pron- -pron- call -pron- leave message tell -pron- would 2 hour call hear anything yet
1,airline -pron- flight cancel flightled yesterday early afternoon -pron- call -pron- 1230am 230am wake -pron- tell -pron-
4,airline put call back 1 a.m. still nothing 8 a.m. -pron- think -pron- may get back -pron-
1,airline cancel flight 1605 625 628 flight 4 hrs long layover late flight find reasonably price alternative
2,airline know may also work home thank nothing
4,airline call ep line 4 hour late flightr call back sit hold hour -pron- airways cut
1,airline -pron- flight 1106 cancel flightled need get back cleveland -pron- option
1,airline way -pron- could put -pron- hotel night sleep airport tonight
4,airline user many time exactly -pron- call leave -pron- number call back work
7,americanair user would great get help try since last night get
4,airline tell frustrated customer -pron- super busy please call back late flightr kthxbai hang good practice
3,airline become get money passenger strict feedback reward
3,airline even bag statuswill take action company incredible irresponsible costumer
7,airline still wait news -pron- bag 48hrs already happen company give passenger certain information
5,airline -pron- customer service suck -pron- rep yell caller regard weather dfw hope -pron- go bankrupt
7,airline phone disconnect -pron- stay line need checkout hotel 2 hrs place go keep call
1,airline request call back 1 a.m. -pron- cancel flight flight dfw take long reroute -pron- customer service lack
4,airline -pron- review -pron- system notification website telephone system -pron- place clearly inadequate
3,airline sell mce post doorclose shuffle way u sell drinkssnack people -pron- flight selfupgrade witho pay
3,airline good enough info communicate point silence hour -pron- sit oh seat break bad
1,airline get operator hour worth call cancel flight delay flight automate system go beyond message
1,airline provide -pron- alternative flight 36 hour late flightr ruin -pron- trip cancel flightle angry problem ruin
5,airline stand baggage claim hour wait bag -pron- know never make -pron- plane
7,airline helpful -pron- flight already cancel flightled reflight booking problem aa -pron- email cell yet notification
7,airline user leave jaipur tomorrow back dehli delhi one night -pron- need use -pron- ability make magic
3,airline -pron- change -pron- gate tell -pron- fuck wrong -pron- people learn -pron- fucken job
7,airline try make online flight book problem one way barbados nyc let -pron- say need barbados ccwhy
1,airline would purchase -pron- choice -pron- guy cancel flightle -pron- flight -pron- stick dfw 7 hour
4,airline haha -pron- say -pron- -pron- fault somehow -pron- guy r joke
6,airline stick miami one bad customer experience ever sure let everyone know -pron- time withaa
4,airline 2days 2plains 2fails
2,airline user -pron- take -pron- 6 hour call -pron- back -pron- disconnect twice cryingface never get back work
4,airline far get maybe -pron- bag come today -pron- know website say status unknown -pron- help
7,airline -pron- flight 1108 cancel flightle need rebooke -pron- online -pron- answer call help
2,airline fill whole form receive poor poor response direct email address reply
0,airline -pron- abc pr let -pron- customer info possible may want go brush basic
6,last trip airline poor customer service 3 trip row user come
1,airline stiiiil wait please respond -pron- flight leave 2 12 hrs
5,airline -pron- bad rep jacksonville airport rude totally helpful
6,airline understand integration take time excuse poor customer service
2,user least -pron- get response airline via twitter go 0 2 yesterday
5,airline call paris office morning still wait -pron- miami apparently tag take
1,airline get assistance flight cancel flightle today phx dfw hate -pron- job concerned
2,airline delay -pron- counter would take valid cac card valid -pron- need tsa precheck pass
2,airline right -pron- give -pron- email write
7,airline call reservation 1 still wait someone call -pron- back
1,airline confirm flight thank nothing
1,airline email phone call nothing -pron- screw -pron- flight -pron- familyfriend flight -pron- cancel flighted reservation
2,airline -pron- care could -pron- someone call -pron- explain go
1,hey airline automate call -pron- hang 445 reschedule cancel flighted flight via web come
1,airline service rep happen yet honestly feed sick notice -pron- flight get cancel flighted
1,airline help flight dallas cancel flightle morning cle hold 3 hour need book next flight
2,airline -pron- hotel tonight expect -pron- pay even money money suppose get call back
1,airline -pron- flight 129 dallas 259 sfo cancel flight -pron- get -pron- anything else tomorrow -pron- put
6,airline -pron- possible -pron- call system refuse caller twelve hour service option leave
4,airline understand bit wait call 623 pm get call back 1100 pm cool
7,airline pathetic answer find -pron- bag sit lga 20 hour call -pron- lmk delivery bag bad
7,airline strand miami -pron- automated system keep hang -pron- two day help
1,airline flight 1318 cancel flight word ground staff
6,""" americanair user -pron- apologize -pron- frustration michael -pron- rebooke "" get call back 10 hour bad"
6,airline try register since 1200do want separate -pron- brother the15hours flightthere place leave
7,airline try get thru agent since last night bc aa change -pron- flight 2 day infuriate -pron- need get sea
3,airline call last night 10hrs get call back get one day pass admiral club go spend 7hrs dfw
7,airline still wait call back stranded one talk
7,airline try talk 2 customer service add lap child get hold anybody need help
4,airline user thx -pron- already iberia website seat reservation unavailable hopefully -pron- call -pron-
5,airline merger otherairline user cluster inefficiency misinformation -pron- go
7,americanair user would nice -pron- could actually talk reserv teamit hang -pron- since last night
5,airline one checkpoint open jfk terminal 8 ridiculous
0,airline wow flight crew show 15 min flight catering aa3390 nice treat -pron- customer
2,user miss say goodbye -pron- friend cause -pron- crappy service swear -pron- never hear end itamericanairline
5,airline absolutely false stmt -pron- comedy error incl catering etc getyouracttogether
5,airline see -pron- report team
4,user -pron- 5 hour still call -pron- back hang automate system americanairline
7,airline -pron- bet make screw right thing need bag -pron- job -pron- ground -pron- today painandsuffere
7,airline last thing want deal 8 mon already wait suggest wait time hope get call back asap
4,user get automated system hang -pron- finally get message call -pron- back 2 hour
4,airline user -pron- say -pron- agent busy try back late flightr
5,airline file loctjycqh bag airport since last nitenot schedule get pu unt aft 8 u shld b ashamed disgust withu
1,airline remain hold 2 hrs resolve -pron- flight schedule -pron- system hang -pron- unhappycustomer
0,user two day try reach americanairline customer service change -pron- flight
1,airline death dear friend -pron- heart break americanairline -pron- heat
