tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,locations_from_text
5.6985E+17,negative,1,Lost Luggage,1,American,,Rom55Weber,,0,americanair i am called paris office this morning again still waiting it is in miami but apparently tag was taken off,,23/02/2015 05:23,,Paris,[{'to': 'miami'}]
5.6985E+17,negative,1,Cancelled Flight,1,American,,ikeNball,,0,americanair can i get some assistance flight cancelled flightled today from phx to dfw not that im hating but my job is concerned,"[33.55192892, -112.07392397]",23/02/2015 05:22,"Memphis, TN",Central Time (US & Canada),"[{'from': 'phx'}, {'from': 'phx', 'to': 'dfw'}]"
5.69845E+17,negative,1,Cancelled Flight,1,American,,CPalcisco,,0,americanair  help flight to dallas was cancelled flightled this morning from cle on hold for  3 hours need to be booked on next flight out,,23/02/2015 05:03,,,"[{'to': 'dallas'}, {'from': 'cle'}]"
5.69844E+17,negative,1,Cancelled Flight,1,American,,HaileyUrban,,0,americanair my flight 129 to dallas and 259 to sfo has been cancelled flighted and they cant get me on anything else until tomorrow you wont put,,23/02/2015 05:01,,Alaska,"[{'to': 'dallas'}, {'to': 'sfo'}]"
5.69844E+17,negative,1,Lost Luggage,1,American,,LeslieWolfson,,0,americanair pathetic answer just found out my bag has been sitting at lga for 20 hours and no call from you to lmk or delivery of bag bad,,23/02/2015 04:59,Miami Beach,Central Time (US & Canada),[{'to': 'lga'}]
5.69844E+17,negative,1,Customer Service Issue,1,American,,EaglesJade,,0,americanair stranded in miami because your automated system keeps hanging up on me for two days help ,,23/02/2015 04:58,,,[{'to': 'miami'}]
5.69843E+17,negative,1,Customer Service Issue,0.6708,American,,wordnerd153,,0,americanair trying to get thru to agent since last night bc aa changed our flight to 2 days from now infuriating we need to get to sea,,23/02/2015 04:56,"Bellevue, WA",,[{'to': 'sea'}]
5.69843E+17,negative,1,Customer Service Issue,0.6531,American,,teague_ryan,,0,americanair called last night after 10hrs got call back can i get a one day pass to admirals club im going to be spending 7hrs in dfw,,23/02/2015 04:55,Southern California,,[{'to': 'dfw'}]
5.69841E+17,negative,1,Customer Service Issue,1,American,,rac22582,,0,americanair trying to talk 2 customer service to add lap child and cant get a hold of anybody i need help,,23/02/2015 04:49,,America/Chicago,[{'to': 'add'}]
5.6984E+17,negative,1,longlines,0.6798,American,,unclesahm,,0,americanair why is there only one checkpoint open at jfk terminal 8 ridiculous,,23/02/2015 04:42,LA via NY via SP,Pacific Time (US & Canada),[{'to': 'jfk'}]
5.69829E+17,negative,1,Customer Service Issue,0.6673,American,,traceymalone,,0,americanair poor experience 2day at ord chkin 8 emp with3 cust 10 waiting asked to speak withsupervisor told 20 min in a mtg what,,23/02/2015 03:58,"chicago, il",Indiana (East),[{'to': 'ord'}]
5.69822E+17,negative,0.6372,Late Flight,0.6372,American,,RyanBarrell,,0,americanair hey whats happening with aa65 zurich  jfk appears to have squawked 7700 and landed at london heathrow,,23/02/2015 03:32,London,London,[{'to': 'london'}]
5.69822E+17,neutral,0.6591,,0,American,,melaine_cre,,0,americanair hello  i cannot register for my tomorrow flight from paris to las vegas this feature is currently unavailable appears ,,23/02/2015 03:30,Saint Maur des Fossés,Paris,"[{'from': 'paris'}, {'from': 'paris', 'to': 'las vegas'}]"
5.69818E+17,negative,1,Cancelled Flight,1,American,,JonGroom90,,1,americanair not only did you cancelled flight our flight from jfk and delay us by 29 hours youve now lost 2 of our bags worst airline ever,,23/02/2015 03:15,Bexleyheath,Amsterdam,"[{'from': 'jfk'}, {'to': 'of'}]"
5.69817E+17,negative,1,Late Flight,1,American,,DanJWillis,,0,americanair just want to thank you guys for the 27 hour delay for flight aa106 from jfk due to staff shortage and not weather✈️,,23/02/2015 03:12,my top secret gaming facility,Casablanca,[{'from': 'jfk'}]
5.69817E+17,negative,1,Late Flight,0.6955,American,,erina_jones,,0,americanair you delayed me for 15 hours in chicago and still managed to lose my bag really not happy,,23/02/2015 03:11,London,,[{'to': 'chicago'}]
5.69815E+17,negative,1,Lost Luggage,1,American,,Samfrancis6209,,0,americanair yes but you did manage to lose two of our bags horrendous airline,,23/02/2015 03:05,,Amsterdam,[{'from': 'manage'}]
5.69799E+17,neutral,1,,,American,,flemmingerin,,0,americanair airport to figure this out or can someone tell me now flight is from san juan to san diego,,23/02/2015 02:01,San Diego,,"[{'from': 'san juan'}, {'from': 'san juan', 'to': 'san diego'}]"
5.69799E+17,negative,1,Lost Luggage,1,American,,julieb2306,,0,americanair britishairways 2 weeks ago today i arrived in miami and i still dont have my bag absolute disgrace,,23/02/2015 02:00,Glasgow / Scotland,Casablanca,[{'to': 'miami'}]
5.69795E+17,negative,0.6752,Can't Tell,0.3392,American,,flemmingerin,,0,americanair extra night we have to stay in san juan now how can i check on that,,23/02/2015 01:43,San Diego,,[{'to': 'san juan'}]
5.69793E+17,neutral,1,,,American,,miffSC,,0,americanair more or less  after a night in a party hotel  no sleep and a 530 am rebook on our way back to phl ,,23/02/2015 01:36,http://about.me/miffsc,Eastern Time (US & Canada),[{'to': 'phl'}]
5.69788E+17,negative,0.6536,Customer Service Issue,0.6536,American,,seamswrite,,0,americanair how best to talk with an agent to reschedule cancelled flighted flight no one answers at aa know its busy but need helpthanks,,23/02/2015 01:17,,,[{'from': 'best'}]
5.69786E+17,negative,1,Lost Luggage,1,American,,Rom55Weber,,1,americanair my bag is still in miami and cannot be located how do you loose a bag like that with a tag and everything 2,,23/02/2015 01:10,,Paris,[{'to': 'miami'}]
5.69786E+17,negative,1,Lost Luggage,0.6999,American,,Rom55Weber,,1,americanair so i was visiting sju and was returning to paris and they checked my bag at the gate in sju i arrived in paris and nothing1,,23/02/2015 01:09,,Paris,"[{'to': 'paris'}, {'to': 'sju'}, {'to': 'paris'}]"
5.6978E+17,negative,1,Customer Service Issue,0.6521,American,,carlacrooker,,0,americanair 20 hs students from ithaca ny stuck in miami flts xld u wont rebook to get kids home use carrier alliance rulesshouldbend,,23/02/2015 00:45,,Eastern Time (US & Canada),"[{'from': 'ithaca'}, {'to': 'miami'}]"
5.69775E+17,neutral,1,,,American,,brooks_angus,,0,americanair why did  aa973 return to jfk thanks ,,23/02/2015 00:24,Greater Geelong ,,[{'to': 'jfk'}]
5.69772E+17,negative,1,Can't Tell,0.6518,American,,PiersDenney,,0,americanair no it isnt   sheer incompetence was reigning at dfw today i was there on a plane on the gd runway i doubt you were,,23/02/2015 00:11,"Kansas City, MO USA",Central Time (US & Canada),[{'to': 'dfw'}]
5.69769E+17,negative,1,Customer Service Issue,1,American,,sklovek1,,0,americanair wait times of 2 hours to talk with an exec plt agent what is going on,,23/02/2015 00:02,,,[{'from': 'of'}]
5.69767E+17,neutral,1,,,American,,mannes21,,0,americanair please rebook me from seattle to columbus tue 224 locator karaax name mitchell m neuer,,22/02/2015 23:53,"ÜT: 47.683801,-122.327443",,"[{'from': 'seattle'}, {'from': 'seattle', 'to': 'columbus'}]"
5.69766E+17,negative,1,Cancelled Flight,1,American,,sam4tgl,,1,americanair flight cancelled flighted im trying to get to chicago what are me and justynmoro gonna do flyingflighttravel,,22/02/2015 23:50,Pride Rock ,Pacific Time (US & Canada),[{'to': 'chicago'}]
5.69766E+17,negative,1,Late Flight,1,American,,anasmom,,0,americanair working over time tonight  got delayed 2 days  in sju  could be worse ,,22/02/2015 23:50,Bay Area,Pacific Time (US & Canada),[{'to': 'sju'}]
5.69762E+17,negative,1,Cancelled Flight,0.6639,American,,krlmnz,,0,americanair my connecting flight to dfw was cancelled flightled and need to get to ind tomorrow any way i can get this sorted out been holding 1h08,,22/02/2015 23:32,New York City,Eastern Time (US & Canada),"[{'to': 'dfw'}, {'to': 'ind'}]"
5.6976E+17,negative,1,Bad Flight,0.6787,American,,chigirldc,,0,americanair i would like to be reimbursed for my shuttle from denver after 1080 diversion 6 hours sitting in plane and mech problems,,22/02/2015 23:26,,Quito,[{'from': 'denver'}]
5.69758E+17,negative,1,Customer Service Issue,1,American,,KaraKFox,,0,americanair ive been on hold for 4 hrs no call bk either family of 4 trying to get from hdn to dfw flight 1418 direct need new info plz,,22/02/2015 23:19,"Dallas, Texas",,[{'to': 'dfw'}]
5.69755E+17,negative,1,Flight Booking Problems,0.6796,American,,AminahAMajeed,,0,americanair im in mex  i need to fly to new york city tomorrow my new flight on tuesday is unacceptable please help,,22/02/2015 23:06,"New York, NY",Eastern Time (US & Canada),[{'to': 'mex'}]
5.69754E+17,negative,0.6516,Customer Service Issue,0.6516,American,,jsirls,,0,americanair im trying to reach the advantage department to add my number to a recent flight,,22/02/2015 23:02,Los Angeles,,[{'to': 'add'}]
5.69751E+17,neutral,1,,,American,,DrDemetre,,0,americanair 235  we made it to seattle,,22/02/2015 22:49,Brooklyn,Eastern Time (US & Canada),[{'to': 'seattle'}]
5.6974E+17,negative,1,Late Flight,1,American,,daviddtwu,,0,americanair your agent sent our family on 3 diff planes to dfw that were as late flight due to delay as the cancelled flighted plane that started this fail,,22/02/2015 22:07,"dallas, TX",,[{'to': 'dfw'}]
5.6974E+17,negative,1,Cancelled Flight,0.6804,American,,excake,,0,americanair wasnt offered a flight out of phl until tuesday so had to ask to be booked to houston instead of austin,,22/02/2015 22:05,"Austin, TX",Central Time (US & Canada),[{'to': 'houston'}]
5.69739E+17,negative,1,Late Flight,1,American,,janetmcq,,0,americanair flight 4606 from mem to dca delayed 6 hours now holding breath while they keep me trapped 3 hours to deice scareair,,22/02/2015 22:02,"Memphis, TN",Central Time (US & Canada),"[{'from': 'mem'}, {'from': 'mem', 'to': 'dca'}]"
5.69739E+17,negative,1,Late Flight,0.7,American,,excake,,0,americanair stuck in airplane both on way out of phl and again in houston all passengers frustrated makes me want to avoid airline,,22/02/2015 22:01,"Austin, TX",Central Time (US & Canada),[{'to': 'houston'}]
5.69738E+17,negative,0.6667,Cancelled Flight,0.6667,American,,excake,,0,americanair flight from phl to austin cancelled flighted headed to houston delayed now have to pay to rent a car and drive 3 hrs to austin,,22/02/2015 22:00,"Austin, TX",Central Time (US & Canada),"[{'from': 'phl'}, {'from': 'phl', 'to': 'austin'}, {'to': 'houston'}, {'to': 'austin'}]"
5.69734E+17,positive,0.6424,,0,American,,Hoffbuhr,,0,americanair thanks for following up i think its fair to refund the ticket price and the two one way rental cars i had to buy,,22/02/2015 21:40,,Arizona,[{'to': 'buy'}]
5.69734E+17,negative,1,Flight Booking Problems,0.3637,American,,Daaaaaaang16,,0,americanair it was my friend she shouldnt have been scheduled so close together at lax then not reimbursed its costing her 12 hrs amp250,,22/02/2015 21:40,,Pacific Time (US & Canada),[{'to': 'lax'}]
5.69733E+17,positive,1,,,American,,WilliamMulock,,0,americanair 1 i was on 1610 today to yyz i had a bit of a bag issue that was cleared up beautifully thank you to all of the check in,,22/02/2015 21:36,,Eastern Time (US & Canada),[{'to': 'yyz'}]
5.69732E+17,negative,0.708,Cancelled Flight,0.708,American,,s_branton,,0,americanair when will tomorrows flight cancelled flightlations at dfw for aa flights be posted we are on 2424 at 7am from lax,,22/02/2015 21:35,,,"[{'to': 'dfw'}, {'from': 'lax'}]"
5.69731E+17,positive,1,,,American,,sebrown,,0,americanair gate agent jan l at phoenix was at least able to get my younger daughter seated near my wife thank you,,22/02/2015 21:31,"Boston, MA USA",Eastern Time (US & Canada),[{'to': 'phoenix'}]
5.6973E+17,neutral,1,,,American,,jbs94123,,0,americanair i left something on my flight from ord to sfo earlier today and believe its on the plane back at ord now please help,,22/02/2015 21:27,,Pacific Time (US & Canada),"[{'from': 'ord'}, {'from': 'ord', 'to': 'sfo'}, {'to': 'ord'}]"
5.69728E+17,negative,1,Customer Service Issue,1,American,,wkuttruff,,0,americanair been calling your for 4 hours to reschedule a flight to dfw due to weather and your wont even let me stay on hold,,22/02/2015 21:17,"Merion, PA",Eastern Time (US & Canada),[{'to': 'dfw'}]
5.69728E+17,negative,0.6497,Customer Service Issue,0.3433,American,,sannimaarit,,0,americanair thanks she did her best staying the night in dallas new trial to detroit via atlanta tomorrow assuming no cancelled flightlations,,22/02/2015 21:16,Finn between Detroit & Toledo,Helsinki,"[{'to': 'dallas'}, {'to': 'detroit'}, {'mid': 'atlanta'}]"
5.69727E+17,negative,0.65,Bad Flight,0.3301,American,,nsj,,0,americanair she got to the gate just in time to watch the plane push back 5 minutes was all she needed glad we’ve relatives nearby,,22/02/2015 21:15,"Raleigh, NC",Eastern Time (US & Canada),[{'from': 'got'}]
5.69725E+17,negative,1,Cancelled Flight,0.6341,American,,realtmh,,0,americanair yes shows cancelled flightled amp asks for her to contact you at 800 number,,22/02/2015 21:04,Dallas,,[{'from': 'her'}]
5.69721E+17,negative,1,Lost Luggage,1,American,,LaurieAnnFoster,,0,americanair lieslieslies  worst travel experience of my life day 2 no clothes on vaca  lostluggage unprofessional pit mia,,22/02/2015 20:50,,Atlantic Time (Canada),[{'from': 'day'}]
5.6972E+17,negative,0.6825,Customer Service Issue,0.3509,American,,wadekoehler,,0,americanair dfw gate 16 to bmi agent seriously is beyond incompetent  never flying aa again if can be avoided fail pathetic,,22/02/2015 20:48,"Bloomington, IL",Central Time (US & Canada),[{'to': 'bmi'}]
5.69718E+17,negative,1,Customer Service Issue,0.6795,American,,brooklynbrood,,0,americanair our ft 1261 tusdfw withcx to lga tomorrow cancelled flighted  4 hrs so far waiting for call back what should we do need to get to nyc,"[40.67072447, -73.97727422]",22/02/2015 20:40,"Brooklyn, NY",Eastern Time (US & Canada),[{'to': 'lga'}]
5.69715E+17,negative,1,Lost Luggage,1,American,,LanaFBernstein,,0,americanair lost lesliewolfson luggage on flight yesterday morning miami to newyork lga no response and no luggage more than 37 hrs ltr,,22/02/2015 20:27,,Eastern Time (US & Canada),[{'from': 'miami'}]
5.6971E+17,negative,1,Flight Booking Problems,0.3406,American,,PDQuigley,,0,americanair  i am platinum  i am flying usair and they have stranded me in clt  not answering phones did not rebook me  please help,,22/02/2015 20:05,"Washington, D.C.",,[{'to': 'clt'}]
5.69709E+17,negative,1,Customer Service Issue,1,American,,Conor_McCormack,,0,americanair is aa951 to são paulo taking off today your colleagues wont tell us any thing,,22/02/2015 20:02,,,[{'to': 'são paulo'}]
5.69707E+17,negative,1,Late Flight,0.7059,American,,monumentsinking,,0,americanair flight 654 delayed  flight 409 you sold my seat  flight 0671 strand me in phx for three hours thanks for the memories 😡😤😖😲😩,,22/02/2015 19:54,PDX JFK SFO BDL,Pacific Time (US & Canada),[{'to': 'phx'}]
5.69705E+17,negative,1,longlines,0.6531,American,,zinnian0,,0,americanair line of 100 people to rebook at mia now virtual hold on rebook line just hangs up during call back ,"[25.7977857, -80.2809721]",22/02/2015 19:45,,Atlantic Time (Canada),[{'to': 'mia'}]
5.69704E+17,negative,0.6169,Cancelled Flight,0.6169,American,,taraaleung,,0,americanair my flight tomorrow from slc to dfw aa304 cancelled flighted can you help me get there,,22/02/2015 19:41,"Salt Lake City, USA",,"[{'from': 'slc'}, {'from': 'slc', 'to': 'dfw'}]"
5.69703E+17,negative,1,Cancelled Flight,0.6955,American,,rmaurer68,,0,americanair have been waiting for a call back for over two hours jan to die tomorrow at 6am cancelled flightled what are my options,,22/02/2015 19:37,,,[{'from': 'jan'}]
5.69701E+17,positive,1,,,American,,JessieDax,,0,americanair ltaljx from dca to oma this morning all of the staff that helped me fix my problem were so helpful goodthingscome thanks,,22/02/2015 19:30,,Eastern Time (US & Canada),"[{'from': 'dca'}, {'from': 'dca', 'to': 'oma'}]"
5.69699E+17,negative,1,Flight Attendant Complaints,0.6719,American,,jkhoey,,0,americanair due to gate agents i missed my connecting flight to mexico citynot a happy customer aa lets correct this,,22/02/2015 19:21,"New York, NY",Eastern Time (US & Canada),[{'to': 'mexico'}]
5.69698E+17,negative,1,longlines,0.3521,American,,morboywnder,,0,americanair at some point u need to tell passengers what is going on at jfk waiting to get on flight it is a mess,,22/02/2015 19:20,,,[{'to': 'jfk'}]
5.69698E+17,negative,1,Flight Attendant Complaints,0.692,American,,wadekoehler,,0,americanair your gate agents at dfw gate b16 are pathetic tonight  terrible communication stories changing and apathetic,,22/02/2015 19:18,"Bloomington, IL",Central Time (US & Canada),[{'to': 'dfw'}]
5.69698E+17,negative,1,Lost Luggage,1,American,,JamieCarlsbad,,0,americanair i was worried when my bag went san to dca 24 hours before me but our reunion was an organized  breeze ,,22/02/2015 19:18,"Carlsbad, So Cal from Hawaii",Pacific Time (US & Canada),"[{'from': 'san', 'to': 'dca'}]"
5.69697E+17,neutral,0.6784,,0,American,,JonKohler,,0,americanair yea no worries im just going home to denver not your fault weather sucks bad,,22/02/2015 19:16,"Denver, CO",Eastern Time (US & Canada),[{'to': 'denver'}]
5.69696E+17,negative,1,Flight Attendant Complaints,0.3765,American,,joedizzle,,0,americanair pretty bad at dfw no updates two flights behind doors open breeze no america airlines workers ,,22/02/2015 19:11,Windermere (seattle),,[{'to': 'dfw'}]
5.69695E+17,negative,1,Can't Tell,0.6637,American,,RationalCrusadr,,0,americanair usairways how can you have no food on a 4 hour flight 528 from columbus to phoenix starving and pissed off cant eat go go,,22/02/2015 19:08,"Chicago, Mumbai",,"[{'from': 'columbus'}, {'from': 'columbus', 'to': 'phoenix'}]"
5.69694E+17,negative,0.7007,Late Flight,0.7007,American,,gregarnette,,0,americanair aa45  jfk to las,,22/02/2015 19:01,Boston,Eastern Time (US & Canada),"[{'from': 'jfk', 'to': 'las'}]"
5.69693E+17,negative,1,Cancelled Flight,0.6596,American,,MicMontgomery,,0,americanair need to go frm tpa to mci tmrw amp my connection thru dfw is cancelled flightled can u connect me thru a diff city been on hold for 2 hrs,,22/02/2015 18:58,"Kansas City, MO",Eastern Time (US & Canada),"[{'from': 'tpa', 'to': 'mci'}]"
5.69692E+17,negative,1,Late Flight,1,American,,mbranch909,,0,americanair finally made it to chicago  13 hours late flight  did get a 12 food voucher for my waitabout 1perhr never again good bye,,22/02/2015 18:55,,,[{'to': 'chicago'}]
5.69692E+17,negative,1,Late Flight,0.7031,American,,friedrice4break,,0,americanair guys 5350 in dfw  stuck at the gate for half an hour  do we pull the slide or what,,22/02/2015 18:54,,,[{'to': 'dfw'}]
5.69691E+17,negative,1,Lost Luggage,1,American,,cbratch67,,0,americanair because you wont get our bags for us because you said they would go on to cincinnati even though we cant who exactly is,,22/02/2015 18:53,,,[{'to': 'cincinnati'}]
5.69691E+17,negative,1,Bad Flight,0.3593,American,,cbratch67,,0,americanair you could only get us on a flight 30 minutes before the funeral starts were stranded in dallas witho luggage for 2 days,,22/02/2015 18:51,,,[{'to': 'dallas'}]
5.69691E+17,negative,1,Flight Booking Problems,0.6819,American,,cbratch67,,0,americanair we tried we are headed to a funeral in cincinnati and your people didnt even tell us we could get on standby,,22/02/2015 18:50,,,[{'to': 'cincinnati'}]
5.69689E+17,negative,1,Late Flight,1,American,,leozh,,0,americanair on plane for jfk to sfo been sitting here for 15 hours waiting for push crew how is this acceptable,"[40.64859599, -73.79426922]",22/02/2015 18:42,"Washington, DC",Eastern Time (US & Canada),"[{'from': 'jfk', 'to': 'sfo'}]"
5.69689E+17,negative,1,Late Flight,0.6469,American,,friedrice4break,,0,americanair hey flight 5350 in dfw stuck at gate with no gate agent  plane full of people missing connections,,22/02/2015 18:42,,,[{'to': 'dfw'}]
5.69689E+17,negative,1,Can't Tell,0.6668,American,,PiersDenney,,0,americanair so weve now been driving across dfw for over 90mins thats half fucking way to texarkana shouldhavedriven,,22/02/2015 18:42,"Kansas City, MO USA",Central Time (US & Canada),[{'to': 'texarkana'}]
5.69688E+17,negative,1,Cancelled Flight,1,American,,ShpprMktMichael,,0,americanair can you tell me why all flights from xna 2 dfw are cancelled flightled for tomorrow morning already,,22/02/2015 18:41,USA,,[{'to': 'dfw'}]
5.69688E+17,negative,0.6826,Late Flight,0.3651,American,,aliceliogier,,0,americanair is the situation at jfk this evening is going to get better or worse  do not cancelled flight a flight like yesterday after 8h delayed,,22/02/2015 18:38,,Amsterdam,[{'to': 'jfk'}]
5.69686E+17,negative,1,Cancelled Flight,1,American,,TranceInJail,,0,americanair hi my flight to dfw 2463 was cancelled flightled tonight called in and left my number for call back its been 3hrs please help,,22/02/2015 18:33,NYC/TX,Central Time (US & Canada),[{'to': 'dfw'}]
5.69686E+17,negative,0.6438,longlines,0.6438,American,,priscillaguasso,,0,americanair were on aa1401 landed at 855pm in miami but waiting for a gate can someone on your team help us out,"[25.79939784, -80.27038889]",22/02/2015 18:32,,Eastern Time (US & Canada),[{'to': 'miami'}]
5.69685E+17,negative,1,Cancelled Flight,1,American,,61jr,,0,americanair their flights into buffalo as well  you were the only flight cancelled flightled,,22/02/2015 18:25,St. Catharines,,[{'to': 'buffalo'}]
5.69684E+17,negative,1,Cancelled Flight,0.6668,American,,61jr,,0,americanair  this is after you cancelled flightled our flight into buffalo because of weather and lied to us and said other airlines cancelled flightled,,22/02/2015 18:25,St. Catharines,,[{'to': 'buffalo'}]
5.69684E+17,negative,0.6741,Cancelled Flight,0.6741,American,,fellps,,0,americanair my flight from vcp to jfk was delayed and now it has been cancelled flighted what should i do,,22/02/2015 18:23,Tem conexao? To aqui entao! ,Brasilia,[{'to': 'jfk'}]
5.69682E+17,negative,0.6163,Late Flight,0.6163,American,,zsalim03,,0,americanair in car gng to dfw pulled over 1hr ago  very icy roads onhold with aa since 1hr cant reach arpt for aa2450 wat 2 do,,22/02/2015 18:15,Texas,Central Time (US & Canada),[{'to': 'dfw'}]
5.69681E+17,neutral,1,,,American,,SocialJustin,,0,americanair im on 1058 tmrw from cun dfw final destn is ord seeing freezing rain in dfw all morning should i change my connection,,22/02/2015 18:11,"Chicago, IL",Central Time (US & Canada),"[{'from': 'cun'}, {'to': 'dfw'}]"
5.69681E+17,negative,1,Customer Service Issue,0.663,American,,whyemes,,0,americanair i am trying to add my tsa pre check number to my reservation online and dont see an option to do that nosecuritylines,,22/02/2015 18:11,,,[{'to': 'add'}]
5.69678E+17,negative,1,Flight Attendant Complaints,0.692,American,,CFISteve,,0,americanair usually raving about the service to lax your nbr1 and helper cant figure out how to hang a coat and serve a drink 6f,,22/02/2015 18:01,Cape Cod,,[{'to': 'lax'}]
5.69676E+17,positive,0.6414,,,American,,georgetietjen,,0,americanair daipresident good luck at dfw this evening aa,,22/02/2015 17:53,,,[{'to': 'dfw'}]
5.69676E+17,positive,1,,,American,,whague,,0,americanair awesome customer service on 390 from rdu they snuck my wife a warm cookie thx,"[41.9774863, -87.90414419]",22/02/2015 17:53,60093,Central Time (US & Canada),[{'from': 'rdu'}]
5.69676E+17,negative,1,Flight Booking Problems,0.6669,American,,reebokpumped,,0,americanair seriously pls pls bring more people up to help us there are still flights to ord frm dfw and i want in ,,22/02/2015 17:52,Milwaukee,Central Time (US & Canada),[{'to': 'ord'}]
5.69676E+17,negative,1,Lost Luggage,0.6655,American,,PhotosBySharon,,0,americanair  to add i have to get up to go to work tomorrow am  i dont like having to wait up until 12 or late flightr  cs sucks,,22/02/2015 17:51,Massachusetts,Quito,[{'to': 'add'}]
5.69676E+17,negative,1,Late Flight,0.6526,American,,drguzman,,0,americanair approaching three hours sitting in the plane on the ground at dfw on americanairlines flight 3056  oscar performance,,22/02/2015 17:50,"Springfield, Illinois",Central Time (US & Canada),[{'to': 'dfw'}]
5.69676E+17,neutral,1,,,American,,BrennyCarroll,,0,americanair checking into a flight on your website is about as easy as asking a bear to shit in a toilet justsaying,,22/02/2015 17:50,"Redwood City, CA",Central Time (US & Canada),[{'from': 'bear'}]
5.69675E+17,negative,1,longlines,0.6669,American,,reebokpumped,,0,americanair plz bring more agents up to dfw aa cstmr srvc ctr gates a there are only 2 agents and 100 ppl ,,22/02/2015 17:46,Milwaukee,Central Time (US & Canada),[{'to': 'dfw'}]
5.69674E+17,negative,0.6726,Late Flight,0.6726,American,,nsj,,0,americanair my wife amp infant daughter are on aa3195 abidfw en route but delayed can y’all hold aa1458 to rdu so they can connect,,22/02/2015 17:44,"Raleigh, NC",Eastern Time (US & Canada),[{'to': 'rdu'}]
5.69674E+17,neutral,0.6999,,0,American,,ScottBerry18,,0,americanair i need to get from albuquerque nm usa to cebu philippines im providing educational help for 800 kids can you help me,,22/02/2015 17:42,"Albuquerque, New Mexico",Arizona,[{'from': 'albuquerque'}]
5.69673E+17,negative,1,Cancelled Flight,1,American,,jaxtonypiper,,0,americanair  flight from dfw to lit tomorrow has been cancelled flightled  what do i do next  pls advise  help,,22/02/2015 17:39,Arkansas,Central Time (US & Canada),"[{'from': 'dfw'}, {'from': 'dfw', 'to': 'lit'}]"
5.69672E+17,negative,1,Late Flight,1,American,,seangotcher,,0,americanair at jfk flight to boston delayed 20 min waiting for catering they are boarding flight to lax waiting for over and hour wtf,,22/02/2015 17:34,Los Angeles,Pacific Time (US & Canada),"[{'to': 'jfk'}, {'to': 'boston'}, {'to': 'lax'}]"
5.6967E+17,neutral,0.6298,,,American,,georgetietjen,,0,americanair superyan i did hear a last call for boarding of this flight when i was at jfk a few hours ago good luck withflights,,22/02/2015 17:26,,,[{'to': 'jfk'}]
5.69668E+17,neutral,1,,,American,,Mcoltro,,1,americanair 901 miami to rio to participate at rcmoficial representing cisnerosmedia yourstoryhere,,22/02/2015 17:21,Seat 4B,Eastern Time (US & Canada),[{'from': 'miami'}]
5.69668E+17,neutral,1,,,American,,georgetietjen,,0,americanair cyncyn661 are you now flying 763s to madrid from jfk or is this dfwithord huge ,,22/02/2015 17:19,,,"[{'to': 'madrid'}, {'from': 'jfk'}]"
5.69667E+17,neutral,0.6458,,0,American,,rcwhalen,,0,americanair 830 departure  sure is there a catering strike at jfk  foxnews cnbc bloombergradio ,,22/02/2015 17:15,New York City,,[{'to': 'jfk'}]
5.69666E+17,negative,1,Cancelled Flight,0.6782,American,,amyeferrer,,0,americanair 24 hrs amp 2 cncld flights late flightr ive landed in phl now 30 mins amp counting on tarmac waiting for gate pls do better than this,,22/02/2015 17:11,"Newark, DE",Eastern Time (US & Canada),[{'to': 'phl'}]
5.69664E+17,negative,1,Late Flight,1,American,,drguzman,,0,americanair flight 3056 still sitting at dfw waiting for baggage to be loaded,,22/02/2015 17:04,"Springfield, Illinois",Central Time (US & Canada),[{'to': 'dfw'}]
5.69663E+17,positive,0.6541,,,American,,jlr0117,,0,americanair it was 1265 coming and next catching 2396 home to dca lets get another great leg too tonight,,22/02/2015 17:01,"ÜT: 38.830712,-77.110175",Eastern Time (US & Canada),[{'to': 'dca'}]
5.69662E+17,negative,1,Customer Service Issue,0.6404,American,,Davitossss,,0,americanair i did 50 times and no one was helpful im missing work nd school nd the manager rem from mia told me he didnt want to talk us,,22/02/2015 16:55,,,[{'from': 'mia'}]
5.69661E+17,negative,0.6667,Cancelled Flight,0.6667,American,,stephaniestran,,0,americanair hi aa friends my siss flight aa362 dfw to  to mke was cancelled flighted due to weather any way you can help here what are her options,,22/02/2015 16:51,"San Francisco, California",Arizona,"[{'from': 'dfw'}, {'to': 'mke'}]"
5.6966E+17,positive,1,,,American,,Gamerguy212,,0,"americanair versus jetblue 
in customer service
who will win
for me americanair is a convenience to a trip to cali  less than 3",,22/02/2015 16:46,New York City ,Eastern Time (US & Canada),[{'to': 'cali'}]
5.69659E+17,negative,1,Customer Service Issue,0.3622,American,,U2Ken,,0,americanair understand the weather but would be nice to hear an apology on the phone when you moved my flight to an inconvenient day,,22/02/2015 16:43,Tucson,Pacific Time (US & Canada),[{'from': 'nice'}]
5.69658E+17,neutral,0.6791,,0,American,,dgoot,,0,americanair im on 1024 into dallas do i have any chance of catching 2238 to boston do i need to run from gate d6 to a15,,22/02/2015 16:41,"Boston, MA",Mountain Time (US & Canada),"[{'to': 'dallas'}, {'to': 'boston'}]"
